iata,icao,name,country,latitude,longitude,altitude,continent
TEX,KTEX,Telluride Regional Airport,United States,37.953888,-107.908607,9078,America
TEM,YTEM,Temora Airport,Australia,-34.421398,147.511993,921,Australia
TPL,KTPL,Temple Draughon-Miller Airport,United States,31.150278,-97.409164,682,America
ZCO,SCQP,Temuco Airport,Chile,-38.930801,-72.653603,304,America
TFN,GCXO,Tenerife North Airport,Spain,28.482651,-16.341499,2073,Atlantic
TFS,GCTS,Tenerife South Airport,Spain,28.04447,-16.572399,209,Atlantic
TCZ,ZPTC,Tengchong Tuofeng Airport,China,24.939379,98.482025,6247,Asia
TCA,YTNK,Tennant Creek Airport,Australia,-19.634399,134.182999,1236,Australia
TFL,SNTO,Teofilo Otoni Airport,Brazil,-17.8923,-41.513599,1572,America
TPQ,MMEP,Tepic Amado Nervo International Airport,Mexico,21.419451,-104.842003,3020,America
TER,LPLA,Terceira Lajes Airport,Portugal,38.761841,-27.0907,180,Atlantic
THE,SBTE,Teresina Airport,Brazil,-5.05994,-42.823399,219,America
RHD,SANH,Termas de Rio Hondo Airport,Argentina,-27.450001,-64.879997,-1,America
TMJ,UTST,Termez Airport,Uzbekistan,37.280502,67.318954,1027,Asia
TTE,WAMT,Ternate Babullah Airport,Indonesia,0.831414,127.381401,49,Asia
NEI,UHWT,Terney Airport,Russia,45.083057,136.590561,33,Asia
QIL,LIAA,Terni Alvaro Leonardi Airport,Italy,42.573364,12.584465,372,Europe
YXT,CYXT,Terrace Northwest Regional Airport,Canada,54.468498,-128.576004,713,America
HUF,KHUF,Terre Haute Regional Airport,United States,39.451462,-87.307503,589,America
TRL,KTRL,Terrell Municipal Airport,United States,32.709351,-96.267082,471,America
TEV,LETL,Teruel Airport,Spain,40.411945,-1.2175,3367,Europe
TET,FQTT,Tete Chingozi Airport,Mozambique,-16.104799,33.640179,525,Africa
ZTB,CTB6,Tete-a-la-Baleine Airport,Canada,50.6744,-59.383598,107,America
TEB,KTEB,Teterboro Airport,United States,40.850101,-74.060799,9,America
TTI,NTTE,Tetiaroa Airport,French Polynesia,-17.0149,-149.588852,43,Pacific
TTU,GMTN,Tetuan Sania Ramel Airport,Morocco,35.59433,-5.32001,10,Africa
QHT,EHTE,Teuge International Airport,Netherlands,52.242867,6.051045,10,Europe
TXK,KTXK,Texarkana Regional Airport,United States,33.45372,-93.990997,390,America
TEZ,VETZ,Tezpur Airport,India,26.709925,92.784569,232,Asia
TEI,VETJ,Tezu Airport,India,27.941219,96.134438,800,Asia
SNW,VYTD,Thandwe Airport,Myanmar (Burma),18.46073,94.30011,20,Asia
THG,YTNG,Thangool Airport,Australia,-24.495169,150.578857,642,Australia
XTG,YTGM,Thargomindah Airport,Australia,-27.987225,143.812897,440,Australia
DLS,KDLS,The Dalles Columbia Gorge Regional Airport,United States,45.6185,-121.167,247,America
GTS,YTGT,The Granites Airport,Australia,-20.548332,130.350006,1296,Australia
YQD,CYQD,The Pas Airport,Canada,53.971378,-101.091003,887,America
AXA,TQPF,The Valley Clayton J. Lloyd International Airport,Anguilla,18.20483,-63.055,128,America
TDN,YTHD,Theda Station Airport,Australia,-14.790424,126.498238,698,Australia
TDR,YTDR,Theodore Airport,Australia,-24.986122,150.093063,565,Australia
TRM,KTRM,Thermal Jacqueline Cochran Regional Airport,United States,33.626884,-116.155937,-128,America
SKG,LGTS,Thessaloniki International Airport,Greece,40.519718,22.970949,22,Europe
TVF,KTVF,Thief River Falls Regional Airport,United States,48.065109,-96.184654,1114,America
TMF,VRNT,Thimarafushi Airport,Maldives,2.212456,73.152817,6,Indian
TED,EKTS,Thisted Airport,Denmark,57.068802,8.705224,23,Europe
TVI,KTVI,Thomasville Regional Airport,United States,30.9025,-83.880554,264,America
YTH,CYTH,Thompson Airport,Canada,55.801109,-97.864098,729,America
THO,BITN,Thorshofn Airport,Iceland,66.21833,-15.3347,64,Atlantic
YQT,CYQT,Thunder Bay International Airport,Canada,48.371941,-89.323799,653,America
JIO,WAPM,Tiakur Jos Orno Imsula Airport,Indonesia,-8.140573,127.909317,43,Asia
TSN,ZBTJ,Tianjin Binhai International Airport,China,39.124352,117.3461,33,Asia
THQ,ZLTS,Tianshui Maijishan Airport,China,34.558334,105.861115,3579,Asia
TID,DAOB,Tiaret Bou Chekif Airport,Algeria,35.341061,1.463834,3227,Africa
TYB,YTIB,Tibooburra Airport,Australia,-29.452763,142.057266,562,Australia
TMA,KTMA,Tifton Henry Tift Myers Airport,United States,31.433332,-83.48333,355,America
TGJ,NWWA,Tiga Airport,New Caledonia,-21.0961,167.803802,128,Pacific
TIJ,MMTJ,Tijuana International Airport,Mexico,32.541061,-116.970001,489,America
TIH,NTGC,Tikehau Airport,French Polynesia,-15.1196,-148.229996,6,Pacific
IKS,UEST,Tiksi Airport,Russia,71.697701,128.903,26,Asia
OTK,KTMK,Tillamook Airport,United States,45.418201,-123.814003,36,America
TIU,NZTU,Timaru Richard Pearse Airport,New Zealand,-44.3027,171.225204,89,Pacific
TBK,YTBR,Timber Creek Airport,Australia,-15.620351,130.446976,50,Australia
TIM,WAYY,Timika Airport,Indonesia,-4.52827,136.887299,103,Asia
TMX,DAUT,Timimoun Airport,Algeria,29.236679,0.276205,1032,Africa
TSR,LRTR,Timisoara Traian Vuia International Airport,Romania,45.80986,21.33786,348,Europe
YTS,CYTS,Timmins Airport,Canada,48.569721,-81.376602,967,America
TIN,DAOF,Tindouf Airport,Algeria,27.700371,-8.1671,1453,Africa
TGI,SPGM,Tingo Maria Airport,Peru,-9.28916,-76.004997,2010,America
TIQ,PGWT,Tinian International Airport,Northern Mariana Islands,14.999211,145.618576,244,Pacific
TOD,WMBT,Tioman Airport,Malaysia,2.818012,104.159958,34,Asia
TIA,LATI,Tirana International Airport,Albania,41.414742,19.72056,126,Europe
TRE,EGPU,Tiree Airport,United Kingdom,56.499161,-6.86916,38,Europe
TRZ,VOTR,Tiruchirappalli International Airport,India,10.76536,78.709717,288,Asia
TIR,VOTP,Tirupati Airport,India,13.63249,79.543251,350,Asia
TIX,KTIX,Titusville Space Coast Regional Airport,United States,28.512222,-80.799446,34,America
TIV,LYTV,Tivat Airport,Montenegro,42.404659,18.72328,20,Europe
TLM,DAON,Tlemcen Zenata Airport,Algeria,35.016659,-1.45,814,Africa
TMM,FMMT,Toamasina Airport,Madagascar,-18.109501,49.392529,22,Indian
RMZ,USTJ,Tobolsk Remezov Airport,Russia,58.058334,68.34861,157,Asia
TOB,HLTQ,Tobruk Airport,Libya,31.854666,23.896267,489,Africa
TOC,KTOC,Toccoa Airport,United States,34.590805,-83.298256,976,America
TCW,YTOC,Tocumwal Airport,Australia,-35.811699,145.608002,372,Australia
YTP,CAB4,Tofino Harbour Seaplane Base,Canada,49.154915,-125.909485,-1,America
YAZ,CYAZ,Tofino Long Beach Airport,Canada,49.082218,-125.772003,80,America
TOG,PATG,Togiak Airport,United States,59.049999,-160.389999,-1,America
TKJ,PATJ,Tok Junction Airport,United States,63.329506,-142.953568,1644,America
TJK,LTAW,Tokat Airport,Turkey,40.321861,36.379726,1854,Europe
OOK,PAOO,Toksook Bay Airport,United States,60.541401,-165.087006,59,America
TKN,RJKN,Tokunoshima Airport,Japan,27.83638,128.881195,17,Asia
TKS,RJOS,Tokushima Airport,Japan,34.132801,134.606598,26,Asia
HND,RJTT,Tokyo Haneda International Airport,Japan,35.55225,139.779602,21,Asia
NRT,RJAA,Tokyo Narita International Airport,Japan,35.764721,140.386307,135,Asia
OKO,RJTY,Tokyo Yokota Air Base,Japan,35.748489,139.348404,463,Asia
FTU,FMSD,Tolanaro Airport,Madagascar,-25.038,46.956108,29,Indian
TOW,SBTD,Toledo Airport,Brazil,-24.6863,-53.697498,1843,America
TDZ,KTDZ,Toledo Executive Airport,United States,41.564899,-83.4823,623,America
TOL,KTOL,Toledo Express Airport,United States,41.580002,-83.800003,683,America
TLE,FMST,Toliara Airport,Madagascar,-23.383301,43.728451,29,Indian
TLI,WAFL,Tolitoli Sultan Bantilan Airport,Indonesia,1.12354,120.793289,19,Asia
TLU,SKTL,Tolu Golfo de Morrosquillo Airport,Colombia,9.509513,-75.585793,17,America
TLC,MMTO,Toluca International Airport,Mexico,19.33707,-99.566002,8466,America
TQQ,WAWC,Tomia Maranggo Airport,Indonesia,-5.766382,123.918648,68,Asia
MJX,KMJX,Toms River Ocean County Airport,United States,39.928093,-74.293053,86,America
TOF,UNTT,Tomsk Bogashevo Airport,Russia,56.383331,85.21167,597,Asia
TNH,ZYTN,Tonghua Sanyuanpu Airport,China,42.047733,125.733467,1338,Asia
TGO,ZBTL,Tongliao Airport,China,43.55666,122.199699,144,Asia
TGH,NVST,Tongoa Airport,Vanuatu,-16.8911,168.5513,443,Pacific
TEN,ZUTR,Tongren Fenghuang Airport,China,27.883333,109.308891,2313,Asia
TPH,KTPH,Tonopah Airport,United States,38.06028,-117.08667,5426,America
XSD,KTNX,Tonopah Test Range Airport,United States,37.798801,-116.780998,5549,America
TWB,YTWB,Toowoomba Airport,Australia,-27.542221,151.913895,2086,Australia
WTB,YBWW,Toowoomba Brisbane West Wellcamp Airport,Australia,-27.558332,151.793335,1509,Australia
TOP,KTOP,Topeka Philip Billard Municipal Airport,United States,39.069721,-95.622498,881,America
FOE,KFOE,Topeka Regional Airport,United States,38.951473,-95.66124,1046,America
TRT,WAFB,Toraja Airport,Indonesia,-3.185833,119.917747,2884,Asia
YKZ,CYKZ,Toronto Buttonville Municipal Airport,Canada,43.862221,-79.370003,650,America
YTZ,CYTZ,Toronto City Billy Bishop Airport,Canada,43.629791,-79.3937,251,America
YYZ,CYYZ,Toronto Pearson International Airport,Canada,43.680634,-79.627007,569,America
TOA,KTOA,Torrance Zamperini Field Airport,United States,33.803047,-118.338974,94,America
TRC,MMTC,Torreon Francisco Sarabia International Airport,Mexico,25.56827,-103.410004,3688,America
TYF,ESST,Torsby Airport,Sweden,60.157619,12.99126,393,Europe
TTB,LIET,Tortoli,Italy,39.918823,9.682831,16,Europe
TTQ,MRBT,Tortuguero Airport,Costa Rica,10.568889,-83.514999,7,America
QPT,EPTO,Torun Bielany Airport,Poland,53.030125,18.540222,151,Europe
GMR,NTGJ,Totegegie Airport,French Polynesia,-23.0833,-134.882996,7,Pacific
TTJ,RJOR,Tottori Airport,Japan,35.53006,134.166504,65,Asia
TGR,DAUK,Touggourt Sidi Mahdi Airport,Algeria,33.067799,6.088672,279,Africa
TOU,NWWU,Touho Airport,New Caledonia,-20.790001,165.259399,10,Pacific
TLN,LFTH,Toulon-Hyeres Airport,France,43.09734,6.146031,7,Europe
TLS,LFBO,Toulouse Blagnac Airport,France,43.628101,1.367263,490,Europe
QYF,LFBF,Toulouse Francazal Airport,France,43.545696,1.36722,534,Europe
TUF,LFOT,Tours Val de Loire Airport,France,47.431938,0.723056,357,Europe
TNF,LFPN,Toussus-Le-Noble Airport,France,48.749748,2.111178,538,Europe
TSV,YBTL,Townsville Airport,Australia,-19.252907,146.767303,11,Australia
TOY,RJNT,Toyama Airport,Japan,36.648331,137.1875,95,Asia
TOE,DTTZ,Tozeur Nefta International Airport,Tunisia,33.93972,8.110556,287,Africa
TZX,LTCG,Trabzon Airport,Turkey,40.995098,39.789719,104,Europe
YZZ,CAD4,Trail Airport,Canada,49.055473,-117.609184,1421,America
TST,VTST,Trang Airport,Thailand,7.508744,99.61657,67,Asia
TPS,LICT,Trapani Birgi Airport,Italy,37.9114,12.48796,24,Europe
YON,VQTY,Trashigang Yongphulla Airport,Bhutan,27.25639,91.514442,9000,Asia
TDX,VTBO,Trat Airport,Thailand,12.27457,102.318901,105,Asia
TVC,KTVC,Traverse City Cherry Capital Airport,United States,44.74139,-85.582222,624,America
TCB,MYAT,Treasure Cay Airport,Bahamas,26.745331,-77.391197,8,America
QCZ,EDAZ,Trebbin Schonhagen Airport,Germany,52.203888,13.16,135,Europe
REL,SAVT,Trelew Almirante Marco Andres Zar Airport,Argentina,-43.210499,-65.270302,141,America
QIT,LIDT,Trento Mattarello Airport,Italy,46.022636,11.124957,616,Europe
TQP,YTEE,Trepell Airport,Australia,-21.839603,140.893768,890,Australia
TJL,SBTG,Tres Lagoas Airport,Brazil,-20.753641,-51.681252,1071,America
QET,EDRT,Trier Fohren Airport,Germany,49.863335,6.788056,665,Europe
TRS,LIPQ,Trieste Friuli Venezia Giulia Airport,Italy,45.827499,13.47222,37,Europe
TRR,VCCT,Trincomalee China Bay Airport,Sri Lanka,8.539129,81.181313,4,Asia
TAD,KTAD,Trinidad Perry Stokes Airport,United States,37.260162,-104.336952,5750,America
TDD,SLTR,Trinidad Teniente Jorge Henrich Arauz Airport,Bolivia,-14.8187,-64.917999,509,America
TIP,HLLT,Tripoli International Airport,Libya,32.66354,13.15901,263,Africa
MJI,HLLM,Tripoli Mitiga International Airport,Libya,32.89283,13.283325,9,Africa
TRV,VOTV,Trivandrum International Airport,India,8.482122,76.920113,15,Asia
YRQ,CYRQ,Trois-Rivieres Airport,Canada,46.362202,-72.675591,197,America
QAT,ENOE,Troll Airfield,Antarctica,-71.957222,2.466667,4042,UTC
THN,ESGT,Trollhattan Vanersborg Airport,Sweden,58.31805,12.345,137,Europe
TOS,ENTC,Tromso Airport,Norway,69.683327,18.918909,31,Europe
TRD,ENVA,Trondheim Vaernes Airport,Norway,63.45755,10.92425,56,Europe
QBT,YTRA,Tropicana Airport,Australia,-29.186014,124.550415,1101,Australia
TOI,KTOI,Troy Municipal Airport,United States,31.861837,-86.011879,394,America
QYT,LFQB,Troyes Barberey Airport,France,48.321609,4.016622,388,Europe
TKF,KTRK,Truckee Tahoe Airport,United States,39.31789,-120.140503,5896,America
TRU,SPRU,Trujillo International Airport,Peru,-8.08141,-79.108704,106,America
TCS,KTCS,Truth or Consequences Municipal Airport,United States,33.236938,-107.271004,4861,America
TTS,FMNT,Tsaratanana Airport,Madagascar,-16.75,47.617001,1073,Indian
TSJ,RJDT,Tsushima Airport,Japan,34.284882,129.330505,213,Asia
TUB,NTAT,Tubuai Mataura Airport,French Polynesia,-23.365299,-149.524002,7,Pacific
DMA,KDMA,Tucson Davis Monthan Air Force Base,United States,32.166466,-110.883301,2646,America
TUS,KTUS,Tucson International Airport,United States,32.116081,-110.941002,2643,America
AVW,KAVQ,Tucson Marana Regional Airport,United States,32.408981,-111.216171,2026,America
TUC,SANT,Tucuman Airport,Argentina,-26.840799,-65.104897,1495,America
TCC,KTCC,Tucumcari Municipal Airport,United States,35.18277,-103.602997,4064,America
TUV,SVTC,Tucupita San Rafael Airport,Venezuela,9.088994,-62.094101,105,America
TUR,SBTU,Tucurui Airport,Brazil,-3.786,-49.7202,830,America
TFI,AYTU,Tufi Airport,Papua New Guinea,-9.076038,149.31987,83,Pacific
TUG,RPUT,Tuguegarao Airport,Philippines,17.638332,121.730553,70,Asia
TLR,KTLR,Tulare Mefford Field Airport,United States,36.156303,-119.326004,255,America
TCE,LRTC,Tulcea Delta Dunarii Airport,Romania,45.06321,28.71431,177,Europe
ZFN,CZFN,Tulita Airport,Canada,64.909637,-125.570702,303,America
THA,KTHA,Tullahoma Regional Airport,United States,35.3801,-86.246399,1083,America
TUL,KTUL,Tulsa International Airport,United States,36.195507,-95.886124,649,America
RVS,KRVS,Tulsa Riverside Airport,United States,36.039707,-95.984764,623,America
TQO,MMTL,Tulum International Airport,Mexico,20.174339,-87.65873,84,America
TCO,SKCO,Tumaco La Florida Airport,Colombia,1.814294,-78.749298,8,America
TBP,SPME,Tumbes Airport,Peru,-3.55252,-80.381302,115,America
TMI,VNTR,Tumlingtar Airport,Nepal,27.299999,87.199997,1700,Asia
TUM,YTMU,Tumut Airport,Australia,-35.26804,148.240524,856,Australia
TWC,ZWTS,Tumxuk Tangwangcheng Airport,China,39.888268,79.234367,3571,Asia
UTM,KUTA,Tunica Municipal Airport,United States,34.684998,-90.347702,189,America
TUN,DTTA,Tunis Carthage International Airport,Tunisia,36.851028,10.22721,22,Africa
TNK,K4KA,Tununak Airport,United States,60.56908,-165.246185,55,America
TUP,KTUP,Tupelo Regional Airport,United States,34.258888,-88.76722,346,America
TUI,OETR,Turaif Domestic Airport,Saudi Arabia,31.69268,38.731201,2803,Asia
TUK,OPTU,Turbat Airport,Pakistan,25.983334,63.066666,400,Asia
ZTA,NTGY,Tureia Airport,French Polynesia,-20.784203,-138.567902,19,Pacific
QIA,LIMA,Turin Aeritalia Airport,Italy,45.0863,7.603904,928,Europe
TRN,LIMF,Turin Caselle Airport,Italy,45.20076,7.649631,989,Europe
TKY,YTKY,Turkey Creek Airport,Australia,-17.040615,128.206009,684,Australia
HSA,UAIT,Turkistan Hazret Sultan International Airport,Kazakhstan,43.311111,68.550278,989,Asia
CRZ,UTAV,Turkmenabat International Airport,Turkmenistan,38.930832,63.563889,649,Asia
KRW,UTAK,Turkmenbashi International Airport,Turkmenistan,40.063332,53.007221,279,Asia
TKU,EFTU,Turku Airport,Finland,60.514141,22.2628,161,Europe
TLQ,ZWTP,Turpan Jiaohe Airport,China,43.030754,89.102272,916,Asia
THX,UOTT,Turukhansk Airport,Russia,65.797218,87.93528,118,Asia
TCL,KTCL,Tuscaloosa Regional Airport,United States,33.220001,-87.610001,170,America
TCR,VOTK,Tuticorin Airport,India,8.724167,78.025833,129,Asia
TGZ,MMTG,Tuxtla Gutierrez International Airport,Mexico,16.561819,-93.026001,1499,America
TBB,VVTH,Tuy Hoa Dong Tac Airport,Vietnam,13.04955,109.333702,20,Asia
TZL,LQTZ,Tuzla International Airport,Bosnia And Herzegovina,44.458649,18.724779,784,Europe
TWF,KTWF,Twin Falls Magic Valley Regional Airport,United States,42.4818,-114.487,4154,America
TWZ,NZUK,Twizel Pukaki Airport,New Zealand,-44.238228,170.119171,1549,Pacific
TYR,KTYR,Tyler Pounds Regional Airport,United States,32.35413,-95.402298,544,America
ZZO,UHSO,Tymovskoye Zonalnoye Airport,Russia,50.669827,142.760223,469,Asia
TYD,UHBW,Tynda Airport,Russia,55.284981,124.779083,1970,Asia
TJM,USTR,Tyumen Roschino International Airport,Russia,57.18956,65.324287,378,Asia
UAH,NTMU,Ua Huka Airport,French Polynesia,-8.93611,-139.552002,160,Pacific
UAP,NTMP,Ua Pou Airport,French Polynesia,-9.35166,-140.076996,16,Pacific
UBJ,RJDC,Ube Yamaguchi Airport,Japan,33.93,131.278595,23,Asia
UBA,SBUR,Uberaba Airport,Brazil,-19.764999,-47.964699,2655,America
UDI,SBUL,Uberlandia Airport,Brazil,-18.882799,-48.225498,3094,America
UBP,VTUU,Ubon Ratchathani Airport,Thailand,15.25127,104.870201,406,Asia
PYJ,UERP,Udachny Polyarny Airport,Russia,66.410004,112.050003,1660,Asia
UDR,VAUD,Udaipur Maharana Pratap Airport,India,24.617689,73.896103,1684,Asia
UDN,LIPD,Udine Campoformido Airport,Italy,46.03162,13.183431,288,Europe
UTH,VTUD,Udon Thani International Airport,Thailand,17.386431,102.7882,579,Asia
UFA,UWUU,Ufa International Airport,Russia,54.55751,55.874409,449,Asia
UCT,UUYH,Ukhta Airport,Russia,63.56694,53.804722,482,Europe
UKI,KUKI,Ukiah Municipal Airport,United States,39.125816,-123.202164,616,America
UKA,HKUK,Ukunda Airport,Kenya,-4.29333,39.571098,98,Africa
ULN,ZMUB,Ulaanbaatar Chinggis Khaan International Airport,Mongolia,47.843048,106.766602,4364,Asia
UBN,ZMCK,Ulaanbaatar New International Airport,Mongolia,47.646942,106.819725,4482,Asia
ULO,ZMUG,Ulaangom Airport,Mongolia,50.067345,91.937103,3005,Asia
UUD,UIUU,Ulan-Ude Airport,Russia,51.807758,107.437599,1690,Asia
HLH,ZBUL,Ulanhot Airport,China,46.194439,122.008598,125,Asia
UCB,ZBUC,Ulanqab Jining Airport,China,41.129723,113.108055,4619,Asia
ULZ,ZMDN,Uliastai Donoi Airport,Mongolia,47.709301,96.525803,5800,Asia
USN,RKPU,Ulsan Airport,South Korea,35.593491,129.3517,45,Asia
YHI,CYHI,Ulukhaktok Airport,Canada,70.762772,-117.806,117,America
ULV,UWLL,Ulyanovsk Baratayevka Airport,Russia,54.275555,48.243057,463,Europe
ULY,UWLW,Ulyanovsk Vostochny Airport,Russia,54.400002,48.799999,252,Europe
UME,ESNU,Umea Airport,Sweden,63.791821,20.282749,24,Europe
YUD,CYMU,Umiujaq Airport,Canada,56.53611,-76.518333,142,America
UMU,SSUM,Umuarama Orlando de Carvalho Airport,Brazil,-23.7987,-53.313801,1558,America
UNA,SBTC,Una Comandatuba Airport,Brazil,-15.353333,-38.997223,20,America
UNK,PAUN,Unalakleet Airport,United States,63.889484,-160.800583,22,America
DUT,PADU,Unalaska Airport,United States,53.900131,-166.542999,22,America
UVI,SSUV,Uniao da Vitoria Airport,Brazil,-26.232273,-51.067307,2453,America
UCY,KUCY,Union City Everett–Stewart Regional Airport,United States,36.379642,-88.985718,317,America
UGL,SCGC,Union Glacier Runway,Antarctica,-79.777687,-83.320404,2420,Antarctica
UNI,TVSU,Union Island Airport,Saint Vincent And The Grenadines,12.6,-61.410999,14,America
JUV,BGUK,Upernavik Airport,Greenland,72.790176,-56.130501,414,America
UTN,FAUP,Upington Airport,South Africa,-28.399,21.260229,2782,Africa
CCB,KCCB,Upland Cable Airport,United States,34.111599,-117.688004,1444,America
YBE,CYBE,Uranium City Airport,Canada,59.561401,-108.481003,1044,America
URJ,USHU,Uray Airport,Russia,60.116669,64.833336,190,Asia
UGC,UTNU,Urgench International Airport,Uzbekistan,41.584835,60.63303,320,Asia
OMH,OITR,Urmia Airport,Iran,37.668121,45.068699,4343,Asia
UPN,MMPN,Uruapan International Airport,Mexico,19.39669,-102.039001,5258,America
URG,SBUG,Uruguaiana Ruben Berta International Airport,Brazil,-29.782101,-57.038101,256,America
URC,ZWWW,Urumqi Diwopu International Airport,China,43.907101,87.474243,2125,Asia
UZR,UASU,Urzhar Airport,Kazakhstan,47.091038,81.66468,1651,Asia
USQ,LTBO,Usak Airport,Turkey,38.681469,29.47167,2897,Europe
USL,YUSL,Useless Loop Airport,Australia,-26.157455,113.394897,50,Australia
USJ,UAAL,Usharal Airport,Kazakhstan,46.190765,80.830925,1274,Asia
USH,SAWH,Ushuaia Malvinas Argentinas International Airport,Argentina,-54.843201,-68.2957,71,America
USK,UUYS,Usinsk Airport,Russia,66.004723,57.367222,262,Europe
UIK,UIBS,Ust-Ilimsk Airport,Russia,58.136101,102.565002,1339,Asia
UKX,UITT,Ust-Kut Airport,Russia,56.849998,105.720001,2188,Asia
UKG,UEBT,Ust-Kuyga Airport,Russia,70.011002,135.645004,247,Asia
USR,UEMT,Ust-Nera Airport,Russia,64.55011,143.115051,1800,Asia
UTS,UUYX,Ust-Tsylma Airport,Russia,65.433334,52.200001,209,Europe
UII,MHUT,Utila Airport,Honduras,16.113235,-86.880447,30,America
UKE,VEUK,Utkela Airport,India,20.097393,83.183151,747,Asia
BRW,PABR,Utqiagvik Barrow Airport,United States,71.284752,-156.767548,15,America
UTI,EFUT,Utti Airport,Finland,60.8964,26.9384,339,Europe
UVA,KUVA,Uvalde Garner Field Airport,United States,29.21139,-99.743614,941,America
QUO,DNAI,Uyo Akwa Ibom Airport,Nigeria,4.876463,8.085693,170,Africa
UYU,SLUY,Uyuni Joya Andina Airport,Bolivia,-20.459999,-66.830002,12024,America
UDJ,UKLU,Uzhhorod International Airport,Ukraine,48.63427,22.26335,383,Europe
VAA,EFVA,Vaasa Airport,Finland,63.050652,21.762171,19,Europe
VCC,SNEE,Vacaria Airport,Brazil,-28.432123,-51.024284,2980,America
VCB,KVCB,Vacaville Nut Tree Airport,United States,38.369999,-121.959999,117,America
BDQ,VABO,Vadodara Airport,India,22.336161,73.22628,129,Asia
VDS,ENVD,Vadso Airport,Norway,70.065269,29.844721,127,Europe
FAE,EKVG,Vagar Airport,Faroe Islands,62.063622,-7.27721,280,Atlantic
VHZ,NTUV,Vahitahi Airport,French Polynesia,-18.780672,-138.855484,13,Pacific
YVO,CYVO,Val-d'Or Airport,Canada,48.053329,-77.7827,1107,America
VDZ,PAVD,Valdez Airport,United States,61.133949,-146.248001,121,America
ZAL,SCVD,Valdivia Pichoy Airport,Chile,-39.649723,-73.086113,59,America
VLD,KVLD,Valdosta Regional Airport,United States,30.780001,-83.269997,203,America
VAL,SNVB,Valenca Airport,Brazil,-13.2965,-38.992401,21,America
VAF,LFLU,Valence Chabeuil Airport,France,44.91555,4.968744,525,Europe
VLC,LEVC,Valencia Airport,Spain,39.489311,-0.48162,225,Europe
VLN,SVVA,Valencia Arturo Michelena International Airport,Venezuela,10.14973,-67.928398,1417,America
QYV,LFAV,Valenciennes Denain Airport,France,50.326458,3.458615,170,Europe
VTN,KVTN,Valentine Miller Field Airport,United States,42.849998,-100.540001,2595,America
VLL,LEVD,Valladolid Airport,Spain,41.706108,-4.85194,2775,Europe
VUP,SKVP,Valledupar Alfonso Lopez Pumarejo Airport,Colombia,10.43507,-73.249397,456,America
VPZ,KVPZ,Valparaiso Porter County Regional Airport,United States,41.452404,-87.006912,763,America
VAN,LTCI,Van Airport,Turkey,38.468208,43.332298,5480,Europe
VNY,KVNY,Van Nuys Airport,United States,34.209721,-118.489998,802,America
YDT,CZBB,Vancouver Boundary Bay Airport,Canada,49.077572,-123.006126,12,America
CXH,CYHC,Vancouver Harbour Seaplane Base,Canada,49.290829,-123.117966,-1,America
YVR,CYVR,Vancouver International Airport,Canada,49.193878,-123.183998,14,America
VLA,KVLA,Vandalia Airport,United States,38.991467,-89.166191,537,America
VAI,AYVN,Vanimo Airport,Papua New Guinea,-2.69717,141.302002,10,Pacific
VNE,LFRV,Vannes Meucon Airport,France,47.719238,-2.72337,446,Europe
VNR,YVRS,Vanrook Station Airport,Australia,-16.961576,141.952209,135,Australia
VRA,MUVR,Varadero Juan Gualberto Gomez Airport,Cuba,23.034439,-81.435204,210,America
VNS,VEBN,Varanasi International Airport,India,25.45208,82.862297,272,Asia
VAW,ENSS,Vardoe Svartnes Airport,Norway,70.354721,31.045555,42,Europe
QIV,LILN,Varese Venegono Airport,Italy,45.742035,8.888105,1086,Europe
VAG,SBVG,Varginha Airport,Brazil,-21.59,-45.473301,3028,America
VAR,LBWN,Varna Airport,Bulgaria,43.232071,27.8251,230,Europe
VAC,EDWU,Varrelbusch Airport,Germany,52.908333,8.040556,128,Europe
VVK,ESSW,Vastervik Airport,Sweden,57.779999,16.5236,75,Europe
VAV,NFTV,Vavau International Airport,Tonga,-18.5846,-173.968002,236,Pacific
VXO,ESMX,Vaxjo Smaland Airport,Sweden,56.929138,14.72799,610,Europe
VUS,ULWU,Velikij Ustyug Airport,Russia,60.788792,46.260876,323,Europe
VEE,PAVE,Venetie Airport,United States,67.008698,-146.365997,574,America
VCE,LIPZ,Venice Marco Polo Airport,Italy,45.505268,12.35194,7,Europe
VNC,KVNC,Venice Municipal Airport,United States,27.077822,-82.438751,15,America
TSF,LIPH,Venice Treviso Airport,Italy,45.648399,12.19442,59,Europe
VNT,EVVA,Ventspils International Airport,Latvia,57.357834,21.544292,11,Europe
VER,MMVR,Veracruz International Airport,Mexico,19.145929,-96.187202,90,America
VEL,KVEL,Vernal Airport,United States,40.438889,-109.510277,5278,America
YVE,CYVK,Vernon Regional Airport,Canada,50.246315,-119.330231,1155,America
VRB,KVRB,Vero Beach Regional Airport,United States,27.65555,-80.4179,24,America
VRN,LIPX,Verona Airport,Italy,45.395699,10.88853,239,Europe
QIO,LIPN,Verona Boscomantico Airport,Italy,45.472023,10.927932,278,Europe
VEY,BIVM,Vestmannaeyjar Airport,Iceland,63.424999,-20.2791,326,Atlantic
VHY,LFLV,Vichy Charmeil Airport,France,46.17178,3.404033,817,Europe
VFA,FVFA,Victoria Falls Airport,Zimbabwe,-18.0958,25.839001,3490,Africa
