iata,icao,name,country,latitude,longitude,altitude,continent
BAY,LRBM,Baia Mare Airport,Romania,47.658379,23.47002,605,Europe
DBC,ZYBA,Baicheng Chang'an Airport,China,45.50528,123.019722,463,Asia
YBC,CYBC,Baie Comeau Airport,Canada,49.1325,-68.204399,71,America
BGE,KBGE,Bainbridge Decatur County Airport,United States,30.972855,-84.635307,134,America
BSJ,YBNS,Bairnsdale Airport,Australia,-37.887501,147.567993,165,Australia
AEB,ZGBS,Baise Bama Airport,China,23.719469,106.967773,480,Asia
NBS,ZYBS,Baishan Changbaishan Airport,China,42.088055,127.548889,2883,Asia
BJW,WATB,Bajawa Turelelo Soa Airport,Indonesia,-8.7125,121.0625,4326,Asia
BKM,WBGO,Bakelalan Airport,Malaysia,3.973691,115.617157,3039,Asia
BKE,KBKE,Baker City Municipal Airport,United States,44.837299,-117.808998,3373,America
YBK,CYBK,Baker Lake Airport,Canada,64.298882,-96.077698,59,America
BFL,KBFL,Bakersfield Meadows Field Airport,United States,35.433861,-119.056999,510,America
GYD,UBBB,Baku Heydar Aliyev International Airport,Azerbaijan,40.467499,50.046661,10,Asia
BAS,AGGE,Balalae,Solomon Islands,-6.99111,155.88559,29,Pacific
BLB,MPPA,Balboa Panama Pacifico International Airport,Panama,8.914011,-79.598091,33,America
LCN,YBLC,Balcanoona Airport,Australia,-30.534555,139.33754,472,Australia
BQW,YBGO,Balgo Hill Airport,Australia,-20.153719,127.977119,1423,Australia
BPN,WALL,Balikpapan Sepinggan Airport,Indonesia,-1.26827,116.894402,12,Asia
BXH,UAAH,Balkhash Airport,Kazakhstan,46.893299,75.004997,1446,Asia
QLB,YBLT,Ballarat Airport,Australia,-37.509186,143.794495,1443,Australia
BBL,YLLE,Ballera Airport,Australia,-27.408333,141.808334,385,Australia
BNK,YBNA,Ballina Byron Gateway Airport,Australia,-28.833799,153.5625,7,Australia
BBA,SCBA,Balmaceda Airport,Chile,-45.916,-71.6894,1722,America
BZD,YBRN,Balranald Airport,Australia,-34.623352,143.577362,210,Australia
MTN,KMTN,Baltimore Martin State Airport,United States,39.321667,-76.411667,22,America
BWI,KBWI,Baltimore Washington International Airport,United States,39.175362,-76.668297,146,America
BMR,EDWZ,Baltrum Airport,Germany,53.724724,7.373333,7,Europe
BXR,OIKM,Bam Airport,Iran,29.084208,58.449783,3184,Asia
ABM,YNPE,Bamaga Northern Peninsula Airport,Australia,-10.945702,142.454697,33,Australia
BKO,GABS,Bamako Senou International Airport,Mali,12.53354,-7.94994,1247,Africa
QCB,EDQA,Bamberg Breitenau Airport,Germany,49.921146,10.915216,816,Europe
BPC,FKKV,Bamenda Airport,Cameroon,6.039239,10.12263,4065,Africa
HOE,VLHS,Ban Houeisay Airport,Laos,20.260511,100.436783,1380,Asia
BTJ,WITT,Banda Aceh International Airport,Indonesia,5.523522,95.420372,65,Asia
BND,OIKB,Bandar Abbas International Airport,Iran,27.218309,56.37785,22,Asia
TKG,WICT,Bandar Lampung Radin Inten II Airport,Indonesia,-5.2425,105.178886,282,Asia
BDH,OIBL,Bandar Lengeh Airport,Iran,26.532,54.824841,67,Asia
BDO,WICC,Bandung Husein Sastranegara International Airport,Indonesia,-6.90062,107.576202,2436,Asia
DMK,VTBD,Bangkok Don Mueang International Airport,Thailand,13.9125,100.606697,9,Asia
BKK,VTBS,Bangkok Suvarnabhumi Airport,Thailand,13.6811,100.7472,5,Asia
BGR,KBGR,Bangor International Airport,United States,44.807442,-68.828102,192,America
BGF,FEFF,Bangui Airport,Central African Republic,4.398475,18.51878,1208,Africa
BNX,LQBK,Banja Luka International Airport,Bosnia And Herzegovina,44.941441,17.297501,400,Europe
BDJ,WAOO,Banjarmasin Syamsudin Noor Airport,Indonesia,-3.44235,114.762497,66,Asia
BJL,GBYD,Banjul International Airport,Gambia,13.33796,-16.652201,95,Africa
BWU,YSBK,Bankstown Airport,Australia,-33.9244,150.988297,29,Australia
BSD,ZPBS,Baoshan Yunduan Airport,China,25.055182,99.16143,5514,Asia
BAV,ZBOW,Baotou Erliban Airport,China,40.55999,109.996902,123,Asia
BRX,MDBH,Barahona Maria Montez International Airport,Dominican Republic,18.251459,-71.120399,10,America
BBQ,TAPH,Barbuda Codrington Airport,Antigua And Barbuda,17.636065,-61.827099,21,America
BCI,YBAR,Barcaldine Airport,Australia,-23.559168,145.301941,878,Australia
BCN,LEBL,Barcelona El Prat Airport,Spain,41.29707,2.078463,12,Europe
BLA,SVBC,Barcelona Jose Antonio Anzoategui International Airport,Venezuela,10.10713,-64.689102,26,America
BAZ,SWBC,Barcelos Airport,Brazil,-0.98,-62.91,112,America
BRY,KBRY,Bardstown Samuels Field Airport,United States,37.814301,-85.499603,669,America
BDU,ENDU,Bardufoss Airport,Norway,69.055748,18.54035,252,Europe
BEK,VIBY,Bareilly Airport,India,28.422232,79.450691,574,Asia
BRI,LIBD,Bari Karol Wojtyla Airport,Italy,41.138527,16.760633,139,Europe
BYP,YBRY,Barimunya Airport,Australia,-22.673889,119.166115,2091,Australia
BNS,SVBI,Barinas Airport,Venezuela,8.619575,-70.220802,666,America
BBN,WBGZ,Bario Airport,Malaysia,3.736944,115.469398,3450,Asia
BZL,VGBR,Barisal Airport,Bangladesh,22.798943,90.301445,20,Asia
BAX,UNBB,Barnaul Airport,Russia,53.36377,83.538528,838,Asia
BRM,SVBM,Barquisimeto Jacinto Lara International Airport,Venezuela,10.04274,-69.358597,2042,America
BRR,EGPR,Barra Airport,United Kingdom,57.024841,-7.448879,9,Europe
BPG,SBBW,Barra do Garcas Airport,Brazil,-15.8613,-52.388802,1147,America
EJA,SKEJ,Barrancabermeja Yariguies Airport,Colombia,7.024331,-73.806801,412,America
BAQ,SKBQ,Barranquilla Ernesto Cortissoz International Airport,Colombia,10.88946,-74.780602,98,America
BRA,SNBR,Barreiras Airport,Brazil,-12.073056,-45.008331,2444,America
BRB,SSRS,Barreirinhas Airport,Brazil,-2.756628,-42.802662,25,America
YLK,CYLS,Barrie Lake Simcoe Regional Airport,Canada,44.48605,-79.555603,947,America
BWB,YBWX,Barrow Island Airport,Australia,-20.864401,115.405998,26,Australia
BWF,EGNL,Barrow-in-Furness Walney Island Airport,United Kingdom,54.131161,-3.26366,173,Europe
BTI,PABA,Barter Island LRRS Airport,United States,70.131943,-143.623886,2,America
BVO,KBVO,Bartlesville Municipal Airport,United States,36.762501,-96.0112,711,America
BOW,KBOW,Bartow Municipal Airport,United States,27.943333,-81.783333,125,America
BSO,RPUO,Basco Airport,Philippines,20.453056,121.977776,291,Asia
BSL,LFSB,Basel Mulhouse-Freiburg EuroAirport,France,47.5989,7.5283,885,Europe
BSR,ORMM,Basra International Airport,Iraq,30.549061,47.66214,11,Asia
SKB,TKPK,Basseterre Robert L. Bradshaw International Airport,Saint Kitts And Nevis,17.31119,-62.718601,170,America
BIA,LFKB,Bastia Poretta Airport,France,42.549999,9.484722,26,Europe
BSG,FGBT,Bata Airport,Equatorial Guinea,1.900837,9.804973,44,Africa
BQJ,UEBB,Batagay Airport,Russia,67.648888,134.695007,738,Asia
BTH,WIDD,Batam Hang Nadim Airport,Indonesia,1.121028,104.118698,126,Asia
BVX,KBVX,Batesville Regional Airport,United States,35.7262,-91.647301,465,America
BUP,VIBT,Bathinda Airport,India,30.2701,74.755798,662,Asia
ZBF,CZBF,Bathurst Airport,Canada,47.629719,-65.7388,193,America
BHS,YBTH,Bathurst Airport,Australia,-33.400002,149.649994,2435,Australia
BAL,LTCJ,Batman Airport,Turkey,37.928959,41.116581,1822,Europe
BLJ,DABT,Batna International Airport,Algeria,35.759167,6.3225,2697,Africa
BTR,KBTR,Baton Rouge Metropolitan Airport,United States,30.5329,-91.149803,70,America
BJF,ENBS,Batsfjord Airport,Norway,70.600273,29.692499,490,Europe
BTC,VCCB,Batticaloa International Airport,Sri Lanka,7.705388,81.67762,20,Asia
BTL,KBTL,Battle Creek Kalamazoo International Airport,United States,42.307301,-85.251503,952,America
BAM,KBAM,Battle Mountain Airport,United States,40.599747,-116.875999,4531,America
BTW,WAOC,Batu Licin Airport,Indonesia,-3.41241,115.995003,3,Asia
BUS,UGSB,Batumi International Airport,Georgia,41.610271,41.599689,105,Asia
BUW,WAAB,Bau-Bau Betoambari Airport,Indonesia,-5.48687,122.569,164,Asia
BDE,KBDE,Baudette International Airport,United States,48.728382,-94.612091,1085,America
JTC,SBAE,Bauru Arealva Airport,Brazil,-22.157778,-49.068333,1949,America
QEB,EDAB,Bautzen Airport,Germany,51.193542,14.519808,551,Europe
RLK,ZBYZ,Bayannur Tianjitai Airport,China,40.926388,107.738892,3400,Asia
BXY,UAOL,Baykonur Krayniy Airport,Kazakhstan,45.621822,63.210751,317,Asia
BYU,EDQD,Bayreuth Bindlacher Berg Airport,Germany,49.984421,11.63856,1601,Europe
HPY,KHPY,Baytown Airport,United States,29.785995,-94.952606,27,America
BZX,ZUBZ,Bazhong Enyang Airport,China,31.738056,106.64389,1804,Asia
BEE,YBGB,Beagle Bay Airport,Australia,-17.0165,122.6464,124,Australia
XBE,CNE3,Bearskin Lake Airport,Canada,53.950001,-90.98333,807,America
BIE,KBIE,Beatrice Municipal Airport,United States,40.299999,-96.75,1324,America
BFT,KARW,Beaufort County Airport,United States,32.410831,-80.635002,7,America
BPT,KBPT,Beaumont Jack Brooks Regional Airport,United States,29.95083,-94.020599,15,America
BMT,KBMT,Beaumont Municipal Airport,United States,30.0707,-94.215797,32,America
WBQ,PAWB,Beaver Airport,United States,66.362198,-147.406998,359,America
BFP,KBVI,Beaver County Airport,United States,40.772499,-80.391403,1253,America
CBH,DAOR,Bechar Boudghene Ben Ali Lotfi Airport,Algeria,31.645412,-2.279816,2660,Africa
BKW,KBKW,Beckley Raleigh County Memorial Airport,United States,37.784916,-81.125198,2491,America
BED,KBED,Bedford Hanscom Field,United States,42.469952,-71.289001,132,America
BEU,YBIE,Bedourie Airport,Australia,-24.345043,139.459488,305,Australia
EIS,TUPJ,Beef Island Terrance B. Lettsome Airport,Virgin Islands British,18.44483,-64.5429,16,America
LAQ,HLLQ,Beida Al Abraq International Airport,Libya,32.788612,21.964167,2157,Africa
BHY,ZGBH,Beihai Fucheng Airport,China,21.53944,109.2938,83,Asia
PEK,ZBAA,Beijing Capital International Airport,China,40.084152,116.592735,116,Asia
PKX,ZBAD,Beijing Daxing International Airport,China,39.509167,116.410553,98,Asia
BEW,FQBR,Beira Airport,Mozambique,-19.7964,34.907551,33,Africa
BEY,OLBA,Beirut Rafic Hariri International Airport,Lebanon,33.82093,35.48838,87,Asia
BYJ,LPBJ,Beja International Airport,Portugal,38.078888,-7.9325,636,Europe
BJA,DAAE,Bejaia Soummam Airport,Algeria,36.71199,5.069922,20,Africa
BGN,UESG,Belaya Gora Airport,Russia,68.556946,146.234726,25,Asia
BEL,SBBE,Belem Val de Cans International Airport,Brazil,-1.37925,-48.4762,54,America
BHD,EGAC,Belfast City George Best Airport,United Kingdom,54.61805,-5.8725,15,Europe
BFS,EGAA,Belfast International Airport,United Kingdom,54.657501,-6.21583,268,Europe
IXG,VOBM,Belgaum Airport,India,15.85928,74.618294,2487,Asia
EGO,UUOB,Belgorod International Airport,Russia,50.639999,36.59,734,Europe
BEG,LYBE,Belgrade Nikola Tesla Airport,Serbia,44.818439,20.30913,335,Europe
BZE,MZBZ,Belize City Philip S. W. Goldson International Airport,Belize,17.539141,-88.308197,15,America
TZA,MZBE,Belize City Sir Barry Bowen Municipal Airport,Belize,17.516512,-88.194695,8,America
QBC,CYBD,Bella Coola Airport,Canada,52.387501,-126.595833,117,America
ACB,KACB,Bellaire Antrim County Airport,United States,44.988602,-85.198402,623,America
BXF,YBEB,Bellburn Airport,Australia,-17.545,128.304993,810,Australia
BIC,LFEA,Belle Ile En Mer Airport,France,47.325184,-3.201334,172,Europe
BLV,KBLV,Belleville MidAmerica St. Louis Airport,United States,38.54517,-89.835098,458,America
QBU,YBLU,Bellevue Airport,Australia,-27.612551,120.594467,1551,Australia
BLI,KBLI,Bellingham International Airport,United States,48.79269,-122.537003,170,America
BNY,AGGB,Bellona Anua Airport,Solomon Islands,-11.302054,159.798065,54,Pacific
BLM,KBLM,Belmar Monmouth Executive Airport,United States,40.186668,-74.124443,153,America
PLU,SBBH,Belo Horizonte Pampulha Airport,Brazil,-19.851101,-43.9506,2589,America
CNF,SBCF,Belo Horizonte Tancredo Neves International Airport,Brazil,-19.633699,-43.9688,2715,America
EYK,USHQ,Beloyarsk Airport,Russia,63.683056,66.68306,82,Asia
BBP,EGHJ,Bembridge Airport,United Kingdom,50.678055,-1.109444,53,Europe
BJI,KBJI,Bemidji Regional Airport,United States,47.509998,-94.93,1391,America
GMD,GMMB,Ben Slimane Airport,Morocco,33.655556,-7.221389,627,Africa
BLN,YBLA,Benalla Airport,Australia,-36.551899,146.007004,569,Australia
BEB,EGPL,Benbecula Airport,United Kingdom,57.48111,-7.36277,19,Europe
QSN,KBDN,Bend Municipal Airport,United States,44.095383,-121.200256,3415,America
BXG,YBDG,Bendigo Airport,Australia,-36.739399,144.330002,705,Australia
BLR,VOBL,Bengaluru Kempegowda International Airport,India,13.198889,77.705559,3002,Asia
BEN,HLLB,Benghazi Benina International Airport,Libya,32.095215,20.26874,408,Africa
BKS,WIGG,Bengkulu Fatmawati Soekarno Airport,Indonesia,-3.8637,102.338997,50,Asia
BNC,FZNP,Beni Airport,Democratic Republic Of The Congo,0.576373,29.47238,3491,Africa
BEM,GMMD,Beni Mellal Airport,Morocco,32.400002,-6.316667,1700,Africa
BNI,DNBE,Benin Airport,Nigeria,6.316981,5.599503,258,Africa
BEH,KBEH,Benton Harbor Southwest Michigan Regional Airport,United States,42.128601,-86.428497,643,America
QTV,KVBT,Bentonville Municipal Airport,United States,36.345627,-94.219337,1288,America
XNA,KXNA,Bentonville Northwest Arkansas National Airport,United States,36.28186,-94.306801,1288,America
BQU,TVSB,Bequia J.F. Mitchell Airport,Saint Vincent And The Grenadines,12.9884,-61.262001,15,America
BBO,HCMI,Berbera Airport,Somalia,10.38916,44.941101,30,Africa
YBV,CYBV,Berens River Airport,Canada,52.358696,-97.021408,716,America
BGO,ENBR,Bergen Flesland Airport,Norway,60.293381,5.218142,170,Europe
WOE,EHWO,Bergen op Zoom Woensdrecht Air Base Airport,Netherlands,51.4491,4.34203,63,Europe
EGC,LFBE,Bergerac Dordogne Perigord Airport,France,44.824429,0.520525,171,Europe
BVG,ENBV,Berlevag Airport,Norway,70.871384,29.034161,42,Europe
BER,EDDB,Berlin Brandenburg Airport,Germany,52.362877,13.503722,157,Europe
BDA,TXKF,Bermuda L.F. Wade International Airport,Bermuda,32.36404,-64.678703,18,Atlantic
BRN,LSZB,Bern Airport,Switzerland,46.914101,7.497153,1674,Europe
BTA,FKKO,Bertoua Airport,Cameroon,4.548611,13.72611,2133,Africa
BEZ,NGBR,Beru Airport,Kiribati,-1.35472,176.006897,6,Pacific
EZV,USHB,Beryozovo Airport,Russia,63.924583,65.044853,75,Asia
QYB,LFQM,Besancon La Veze Airport,France,47.2066,6.08368,1271,Europe
OGZ,URMO,Beslan Airport,Russia,43.205002,44.606667,1673,Europe
QSY,KEKY,Bessemer Airport,United States,33.312534,-86.926369,697,America
BET,PABE,Bethel Airport,United States,60.77977,-161.837997,128,America
BTT,PABT,Bettles Airport,United States,66.91394,-151.529007,647,America
QBB,YBEE,Beverley Airport,Australia,-30.18965,139.555725,384,Australia
BVY,KBVY,Beverly Regional Airport,United States,42.584202,-70.916496,107,America
BZR,LFMU,Beziers Cap d'Agde Airport,France,43.323421,3.353397,56,Europe
BDP,VNCG,Bhadrapur Airport,Nepal,26.570801,88.079597,300,Asia
BMO,VYBM,Bhamo Banmaw Airport,Myanmar (Burma),24.268354,97.249054,377,Asia
BHR,VNBP,Bharatpur Airport,Nepal,27.678049,84.429443,600,Asia
BHU,VABV,Bhavnagar Airport,India,21.752199,72.185181,44,Asia
BHP,VNBJ,Bhojpur Airport,Nepal,27.14739,87.051117,3978,Asia
BHO,VABP,Bhopal Raja Bhoj Airport,India,23.28746,77.337372,1719,Asia
BBI,VEBS,Bhubaneswar Biju Patnaik International Airport,India,20.24436,85.81778,138,Asia
BHJ,VABJ,Bhuj Airport,India,23.287821,69.670143,268,Asia
BIK,WABB,Biak Frans Kaisiepo Airport,Indonesia,-1.19001,136.107895,46,Asia
BXP,EPBP,Biala Podlaska Airport,Poland,52.003056,23.143612,495,Europe
QPY,EPBK,Bialystok Krywlany Airport,Poland,53.104107,23.177633,497,Europe
BIQ,LFBZ,Biarritz Pays Basque Airport,France,43.468391,-1.523171,223,Europe
IXX,VOBR,Bidar Airport,India,17.908081,77.487144,2186,Asia
BFE,EDLI,Bielefeld Airport,Germany,51.964722,8.544444,433,Europe
QIC,LILE,Biella Cerrione Airport,Italy,45.495239,8.102928,904,Europe
HCA,KBPG,Big Spring Mc Mahon Wrinkle Airport,United States,32.214962,-101.521271,2561,America
YTL,CYTL,Big Trout Lake Airport,Canada,53.817501,-89.896896,777,America
BFJ,ZUBJ,Bijie Feixiong Airport,China,27.266666,105.479164,4751,Asia
BKB,VIBK,Bikaner Nal Airport,India,28.070601,73.207199,750,Asia
PAB,VEBU,Bilaspur Airport,India,21.988333,82.111115,899,Asia
BIO,LEBB,Bilbao Airport,Spain,43.30109,-2.9106,138,Europe
BIU,BIBD,Bildudalur Airport,Iceland,65.641388,-23.54611,18,Atlantic
BIW,YBIL,Billiluna Airport,Australia,-19.565607,127.674767,999,Australia
BIL,KBIL,Billings Logan International Airport,United States,45.808586,-108.539894,3547,America
BLL,EKBI,Billund Airport,Denmark,55.740318,9.151778,247,Europe
ZBL,YBLE,Biloela Airport,Australia,-24.320505,150.510651,644,Australia
BIX,KBIX,Biloxi Keesler Air Force Base,United States,30.411135,-88.923882,20,America
BMU,WADB,Bima Sultan Muhammad Salahudin Airport,Indonesia,-8.53964,118.687302,3,Asia
BGG,LTCU,Bingol Airport,Turkey,38.861111,40.592499,3490,Europe
BTU,WBGB,Bintulu Airport,Malaysia,3.12385,113.020401,74,Asia
BIR,VNVT,Biratnagar Airport,Nepal,26.484159,87.264442,236,Asia
KBC,KZ91,Birch Creek Airport,United States,66.27504,-145.817902,435,America
BVI,YBDV,Birdsville Airport,Australia,-25.898333,139.343338,157,Australia
XBJ,OIMB,Birjand International Airport,Iran,32.898048,59.266109,4952,Asia
BHX,EGBB,Birmingham Airport,United Kingdom,52.45385,-1.74802,327,Europe
BHM,KBHM,Birmingham Shuttlesworth International Airport,United States,33.563629,-86.756027,607,America
BHH,OEBH,Bisha Domestic Airport,Saudi Arabia,19.98435,42.62088,3887,Asia
FRU,UCFM,Bishkek Manas International Airport,Kyrgyzstan,43.061298,74.477547,2058,Asia
BIH,KBIH,Bishop Eastern Sierra Regional Airport,United States,37.3731,-118.363998,4124,America
BSK,DAUB,Biskra Airport,Algeria,34.793282,5.738231,289,Africa
BIS,KBIS,Bismarck Municipal Airport,United States,46.774479,-100.758209,1661,America
OXB,GGOV,Bissau Osvaldo Vieira International Airport,Guinea-Bissau,11.8947,-15.6536,129,Africa
BBJ,EDRB,Bitburg Airport,Germany,49.945332,6.565,1223,Europe
YBI,CCE4,Black Tickle Airport,Canada,53.469398,-55.785,57,America
BKQ,YBCK,Blackall Airport,Australia,-24.4277,145.428604,928,Australia
BBS,EGLK,Blackbushe Airport,United Kingdom,51.323879,-0.8475,325,Europe
BLK,EGNH,Blackpool International Airport,United Kingdom,53.772106,-3.038085,34,Europe
BCB,KBCB,Blacksburg Virginia Tech Montgomery Executive Airport,United States,37.2076,-80.407799,2132,America
BQS,UHBB,Blagoveshchensk Ignatyevo Airport,Russia,50.425388,127.412399,638,Asia
BDG,KBDG,Blanding Municipal Airport,United States,37.583233,-109.483215,5817,America
BLZ,FWCL,Blantyre Chileka International Airport,Malawi,-15.679,34.97401,2555,Africa
BHE,NZWB,Blenheim Woodbourne Airport,New Zealand,-41.517879,173.868546,89,Pacific
BWX,WADY,Blimbingsari Airport,Indonesia,-8.31,114.340279,110,Asia
BID,KBID,Block Island Airport,United States,41.169434,-71.579613,109,America
BFN,FABL,Bloemfontein Airport,South Africa,-29.092699,26.302441,4458,Africa
QYO,LFOQ,Blois Le Breuil Airport,France,47.678616,1.208735,384,Europe
BLO,BIBL,Blonduos Airport,Iceland,65.644997,-20.2875,131,Atlantic
BMI,KBMI,Bloomington Central Illinois Regional Airport,United States,40.477112,-88.915901,871,America
BMG,KBMG,Bloomington Monroe County Airport,United States,39.139999,-86.610001,846,America
TRI,KTRI,Blountville Tri-Cities Regional Airport,United States,36.47522,-82.407402,1519,America
BEF,MNBL,Bluefields Airport,Nicaragua,11.99096,-83.774002,41,America
BNU,SSBL,Blumenau Airport,Brazil,-26.830715,-49.093758,55,America
BLH,KBLH,Blythe Airport,United States,33.616505,-114.716782,391,America
BYH,KBYH,Blytheville Arkansas International Airport,United States,35.96434,-89.943901,254,America
KBS,GFBO,Bo Airport,Sierra Leone,7.95,-11.767,328,Africa
BVB,SBBV,Boa Vista International Airport,Brazil,2.846311,-60.689999,276,America
BVC,GVBA,Boa Vista Rabil Airport,Cape Verde,16.13653,-22.8888,69,Atlantic
BCT,KBCT,Boca Raton Airport,United States,26.3785,-80.107597,13,America
BOC,MPBO,Bocas Del Toro International Airport,Panama,9.340853,-82.250801,10,America
ODO,UIKB,Bodaybo Airport,Russia,57.860001,114.239998,919,Asia
BOO,ENBO,Bodo Airport,Norway,67.269157,14.36527,42,Europe
BJV,LTFE,Bodrum Milas Airport,Turkey,37.25061,27.66431,21,Europe
BOG,SKBO,Bogota El Dorado International Airport,Colombia,4.703056,-74.138298,8361,America
BGS,UNKB,Boguchany Airport,Russia,58.380486,97.472481,430,Asia
GIC,YBOI,Boigu Island Airport,Australia,-9.233333,142.21666,10,Australia
BOI,KBOI,Boise Airport,United States,43.564362,-116.222,2871,America
